"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"14/01/2023 01:00 - 14/01/2023 02:00","BZN|CZ","6162.43","6211.00"
"14/01/2023 02:00 - 14/01/2023 03:00","BZN|CZ","6119.55","6150.00"
"14/01/2023 03:00 - 14/01/2023 04:00","BZN|CZ","6171.91","6144.00"
"14/01/2023 04:00 - 14/01/2023 05:00","BZN|CZ","6207.96","6229.00"
"14/01/2023 05:00 - 14/01/2023 06:00","BZN|CZ","6275.34","6339.00"
"14/01/2023 06:00 - 14/01/2023 07:00","BZN|CZ","6545.16","6669.00"
"14/01/2023 07:00 - 14/01/2023 08:00","BZN|CZ","6902.28","6995.00"
"14/01/2023 08:00 - 14/01/2023 09:00","BZN|CZ","7223.39","7261.00"
"14/01/2023 09:00 - 14/01/2023 10:00","BZN|CZ","7580.42","7737.00"
"14/01/2023 10:00 - 14/01/2023 11:00","BZN|CZ","7840.62","7935.00"
"14/01/2023 11:00 - 14/01/2023 12:00","BZN|CZ","7858.03","8014.00"
"14/01/2023 12:00 - 14/01/2023 13:00","BZN|CZ","7703.16","7927.00"
"14/01/2023 13:00 - 14/01/2023 14:00","BZN|CZ","7627.31","7840.00"
"14/01/2023 14:00 - 14/01/2023 15:00","BZN|CZ","7464.41","7645.00"
"14/01/2023 15:00 - 14/01/2023 16:00","BZN|CZ","7488.24","7590.00"
"14/01/2023 16:00 - 14/01/2023 17:00","BZN|CZ","7466.15","7633.00"
"14/01/2023 17:00 - 14/01/2023 18:00","BZN|CZ","7455.80","7749.00"
"14/01/2023 18:00 - 14/01/2023 19:00","BZN|CZ","7402.71","7650.00"
"14/01/2023 19:00 - 14/01/2023 20:00","BZN|CZ","7228.20","7527.00"
"14/01/2023 20:00 - 14/01/2023 21:00","BZN|CZ","7051.12","7340.00"
"14/01/2023 21:00 - 14/01/2023 22:00","BZN|CZ","6769.53","7001.00"
"14/01/2023 22:00 - 14/01/2023 23:00","BZN|CZ","6571.52","6737.00"
"14/01/2023 23:00 - 15/01/2023 00:00","BZN|CZ","6283.90","6419.00"
"15/01/2023 00:00 - 15/01/2023 01:00","BZN|CZ","5931.41","6020.00"
"15/01/2023 01:00 - 15/01/2023 02:00","BZN|CZ","5745.94","5960.00"
"15/01/2023 02:00 - 15/01/2023 03:00","BZN|CZ","5728.51","5934.00"
"15/01/2023 03:00 - 15/01/2023 04:00","BZN|CZ","5758.78","5940.00"
"15/01/2023 04:00 - 15/01/2023 05:00","BZN|CZ","5872.67","5980.00"
"15/01/2023 05:00 - 15/01/2023 06:00","BZN|CZ","5835.62","5988.00"
"15/01/2023 06:00 - 15/01/2023 07:00","BZN|CZ","5997.35","6195.00"
"15/01/2023 07:00 - 15/01/2023 08:00","BZN|CZ","6258.72","6456.00"
"15/01/2023 08:00 - 15/01/2023 09:00","BZN|CZ","6513.53","6695.00"
"15/01/2023 09:00 - 15/01/2023 10:00","BZN|CZ","7068.74","7300.00"
"15/01/2023 10:00 - 15/01/2023 11:00","BZN|CZ","7497.79","7612.00"
"15/01/2023 11:00 - 15/01/2023 12:00","BZN|CZ","7771.33","7784.00"
"15/01/2023 12:00 - 15/01/2023 13:00","BZN|CZ","7606.82","7671.00"
"15/01/2023 13:00 - 15/01/2023 14:00","BZN|CZ","7582.85","7626.00"
"15/01/2023 14:00 - 15/01/2023 15:00","BZN|CZ","7481.05","7521.00"
"15/01/2023 15:00 - 15/01/2023 16:00","BZN|CZ","7504.25","7566.00"
"15/01/2023 16:00 - 15/01/2023 17:00","BZN|CZ","7547.69","7602.00"
"15/01/2023 17:00 - 15/01/2023 18:00","BZN|CZ","7640.74","7677.00"
"15/01/2023 18:00 - 15/01/2023 19:00","BZN|CZ","7693.87","7710.00"
"15/01/2023 19:00 - 15/01/2023 20:00","BZN|CZ","7585.90","7670.00"
"15/01/2023 20:00 - 15/01/2023 21:00","BZN|CZ","7427.37","7527.00"
"15/01/2023 21:00 - 15/01/2023 22:00","BZN|CZ","7197.29","7221.00"
"15/01/2023 22:00 - 15/01/2023 23:00","BZN|CZ","7091.33","7076.00"
"15/01/2023 23:00 - 16/01/2023 00:00","BZN|CZ","6857.71","6799.00"
"16/01/2023 00:00 - 16/01/2023 01:00","BZN|CZ","6652.88","6517.00"
"16/01/2023 01:00 - 16/01/2023 02:00","BZN|CZ","6760.06","6548.00"
"16/01/2023 02:00 - 16/01/2023 03:00","BZN|CZ","6608.63","6460.00"
"16/01/2023 03:00 - 16/01/2023 04:00","BZN|CZ","6536.61","6448.00"
"16/01/2023 04:00 - 16/01/2023 05:00","BZN|CZ","6747.05","6633.00"
"16/01/2023 05:00 - 16/01/2023 06:00","BZN|CZ","7272.13","7238.00"
"16/01/2023 06:00 - 16/01/2023 07:00","BZN|CZ","8463.97","8400.00"
"16/01/2023 07:00 - 16/01/2023 08:00","BZN|CZ","9080.51","8967.00"
"16/01/2023 08:00 - 16/01/2023 09:00","BZN|CZ","9189.58","9155.00"
"16/01/2023 09:00 - 16/01/2023 10:00","BZN|CZ","9157.62","9267.00"
"16/01/2023 10:00 - 16/01/2023 11:00","BZN|CZ","8984.91","9189.00"
"16/01/2023 11:00 - 16/01/2023 12:00","BZN|CZ","8871.68","9091.00"
"16/01/2023 12:00 - 16/01/2023 13:00","BZN|CZ","8901.70","9144.00"
"16/01/2023 13:00 - 16/01/2023 14:00","BZN|CZ","8920.45","9130.00"
"16/01/2023 14:00 - 16/01/2023 15:00","BZN|CZ","8690.80","8965.00"
"16/01/2023 15:00 - 16/01/2023 16:00","BZN|CZ","8721.78","9014.00"
"16/01/2023 16:00 - 16/01/2023 17:00","BZN|CZ","8786.83","9051.00"
"16/01/2023 17:00 - 16/01/2023 18:00","BZN|CZ","8857.45","9129.00"
"16/01/2023 18:00 - 16/01/2023 19:00","BZN|CZ","8702.27","8944.00"
"16/01/2023 19:00 - 16/01/2023 20:00","BZN|CZ","8697.90","8885.00"
"16/01/2023 20:00 - 16/01/2023 21:00","BZN|CZ","8413.64","8635.00"
"16/01/2023 21:00 - 16/01/2023 22:00","BZN|CZ","7999.28","8168.00"
"16/01/2023 22:00 - 16/01/2023 23:00","BZN|CZ","7594.93","7753.00"
"16/01/2023 23:00 - 17/01/2023 00:00","BZN|CZ","7141.79","7324.00"
"17/01/2023 00:00 - 17/01/2023 01:00","BZN|CZ","6885.08","7076.00"
"17/01/2023 01:00 - 17/01/2023 02:00","BZN|CZ","6942.73","7134.00"
"17/01/2023 02:00 - 17/01/2023 03:00","BZN|CZ","6795.10","7006.00"
"17/01/2023 03:00 - 17/01/2023 04:00","BZN|CZ","6752.56","6963.00"
"17/01/2023 04:00 - 17/01/2023 05:00","BZN|CZ","6942.09","7120.00"
"17/01/2023 05:00 - 17/01/2023 06:00","BZN|CZ","7435.88","7656.00"
"17/01/2023 06:00 - 17/01/2023 07:00","BZN|CZ","8601.42","8722.00"
"17/01/2023 07:00 - 17/01/2023 08:00","BZN|CZ","9114.11","9215.00"
"17/01/2023 08:00 - 17/01/2023 09:00","BZN|CZ","9172.59","9369.00"
"17/01/2023 09:00 - 17/01/2023 10:00","BZN|CZ","9225.76","9482.00"
"17/01/2023 10:00 - 17/01/2023 11:00","BZN|CZ","8997.24","9399.00"
"17/01/2023 11:00 - 17/01/2023 12:00","BZN|CZ","8914.24","9320.00"
"17/01/2023 12:00 - 17/01/2023 13:00","BZN|CZ","8935.50","9317.00"
"17/01/2023 13:00 - 17/01/2023 14:00","BZN|CZ","8955.42","9279.00"
"17/01/2023 14:00 - 17/01/2023 15:00","BZN|CZ","8766.69","9096.00"
"17/01/2023 15:00 - 17/01/2023 16:00","BZN|CZ","8773.46","9123.00"
"17/01/2023 16:00 - 17/01/2023 17:00","BZN|CZ","8882.85","9172.00"
"17/01/2023 17:00 - 17/01/2023 18:00","BZN|CZ","9042.88","9324.00"
"17/01/2023 18:00 - 17/01/2023 19:00","BZN|CZ","8966.35","9122.00"
"17/01/2023 19:00 - 17/01/2023 20:00","BZN|CZ","8963.86","9046.00"
"17/01/2023 20:00 - 17/01/2023 21:00","BZN|CZ","8654.56","8792.00"
"17/01/2023 21:00 - 17/01/2023 22:00","BZN|CZ","8176.74","8315.00"
"17/01/2023 22:00 - 17/01/2023 23:00","BZN|CZ","7781.25","7891.00"
"17/01/2023 23:00 - 18/01/2023 00:00","BZN|CZ","7312.05","7458.00"
"18/01/2023 00:00 - 18/01/2023 01:00","BZN|CZ","7004.44","7076.00"
"18/01/2023 01:00 - 18/01/2023 02:00","BZN|CZ","7012.18","7110.00"
"18/01/2023 02:00 - 18/01/2023 03:00","BZN|CZ","6853.79","6965.00"
"18/01/2023 03:00 - 18/01/2023 04:00","BZN|CZ","6808.46","6912.00"
"18/01/2023 04:00 - 18/01/2023 05:00","BZN|CZ","7002.76","7065.00"
"18/01/2023 05:00 - 18/01/2023 06:00","BZN|CZ","7477.81","7586.00"
"18/01/2023 06:00 - 18/01/2023 07:00","BZN|CZ","8614.61","8660.00"
"18/01/2023 07:00 - 18/01/2023 08:00","BZN|CZ","9172.81","9170.00"
"18/01/2023 08:00 - 18/01/2023 09:00","BZN|CZ","9329.51","9336.00"
"18/01/2023 09:00 - 18/01/2023 10:00","BZN|CZ","9488.42","9508.00"
"18/01/2023 10:00 - 18/01/2023 11:00","BZN|CZ","9430.70","9471.00"
"18/01/2023 11:00 - 18/01/2023 12:00","BZN|CZ","9400.53","9445.00"
"18/01/2023 12:00 - 18/01/2023 13:00","BZN|CZ","9451.49","9480.00"
"18/01/2023 13:00 - 18/01/2023 14:00","BZN|CZ","9510.09","9459.00"
"18/01/2023 14:00 - 18/01/2023 15:00","BZN|CZ","9268.11","9268.00"
"18/01/2023 15:00 - 18/01/2023 16:00","BZN|CZ","9223.43","9246.00"
"18/01/2023 16:00 - 18/01/2023 17:00","BZN|CZ","9223.88","9205.00"
"18/01/2023 17:00 - 18/01/2023 18:00","BZN|CZ","9306.16","9249.00"
"18/01/2023 18:00 - 18/01/2023 19:00","BZN|CZ","9107.91","9054.00"
"18/01/2023 19:00 - 18/01/2023 20:00","BZN|CZ","9050.14","9009.00"
"18/01/2023 20:00 - 18/01/2023 21:00","BZN|CZ","8756.40","8772.00"
"18/01/2023 21:00 - 18/01/2023 22:00","BZN|CZ","8223.95","8326.00"
"18/01/2023 22:00 - 18/01/2023 23:00","BZN|CZ","7777.86","7912.00"
"18/01/2023 23:00 - 19/01/2023 00:00","BZN|CZ","7367.54","7491.00"
"19/01/2023 00:00 - 19/01/2023 01:00","BZN|CZ","7088.30","7174.00"
"19/01/2023 01:00 - 19/01/2023 02:00","BZN|CZ","7116.77","7230.00"
"19/01/2023 02:00 - 19/01/2023 03:00","BZN|CZ","6996.61","7106.00"
"19/01/2023 03:00 - 19/01/2023 04:00","BZN|CZ","7005.10","7071.00"
"19/01/2023 04:00 - 19/01/2023 05:00","BZN|CZ","7197.71","7250.00"
"19/01/2023 05:00 - 19/01/2023 06:00","BZN|CZ","7756.23","7777.00"
"19/01/2023 06:00 - 19/01/2023 07:00","BZN|CZ","8898.13","8863.00"
"19/01/2023 07:00 - 19/01/2023 08:00","BZN|CZ","9435.67","9364.00"
"19/01/2023 08:00 - 19/01/2023 09:00","BZN|CZ","9595.89","9511.00"
"19/01/2023 09:00 - 19/01/2023 10:00","BZN|CZ","9701.61","9611.00"
"19/01/2023 10:00 - 19/01/2023 11:00","BZN|CZ","9617.82","9478.00"
"19/01/2023 11:00 - 19/01/2023 12:00","BZN|CZ","9508.79","9423.00"
"19/01/2023 12:00 - 19/01/2023 13:00","BZN|CZ","9568.92","9462.00"
"19/01/2023 13:00 - 19/01/2023 14:00","BZN|CZ","9635.28","9446.00"
"19/01/2023 14:00 - 19/01/2023 15:00","BZN|CZ","9382.62","9278.00"
"19/01/2023 15:00 - 19/01/2023 16:00","BZN|CZ","9346.28","9293.00"
"19/01/2023 16:00 - 19/01/2023 17:00","BZN|CZ","9309.93","9336.00"
"19/01/2023 17:00 - 19/01/2023 18:00","BZN|CZ","9339.90","9473.00"
"19/01/2023 18:00 - 19/01/2023 19:00","BZN|CZ","9165.45","9310.00"
"19/01/2023 19:00 - 19/01/2023 20:00","BZN|CZ","9136.34","9265.00"
"19/01/2023 20:00 - 19/01/2023 21:00","BZN|CZ","8847.83","9004.00"
"19/01/2023 21:00 - 19/01/2023 22:00","BZN|CZ","8426.05","8536.00"
"19/01/2023 22:00 - 19/01/2023 23:00","BZN|CZ","8008.77","8114.00"
"19/01/2023 23:00 - 20/01/2023 00:00","BZN|CZ","7582.84","7681.00"
"20/01/2023 00:00 - 20/01/2023 01:00","BZN|CZ","7280.17","7318.00"
"20/01/2023 01:00 - 20/01/2023 02:00","BZN|CZ","7368.98","7371.00"
"20/01/2023 02:00 - 20/01/2023 03:00","BZN|CZ","7236.50","7247.00"
"20/01/2023 03:00 - 20/01/2023 04:00","BZN|CZ","7240.07","7226.00"
"20/01/2023 04:00 - 20/01/2023 05:00","BZN|CZ","7428.11","7398.00"
"20/01/2023 05:00 - 20/01/2023 06:00","BZN|CZ","7965.52","7926.00"
"20/01/2023 06:00 - 20/01/2023 07:00","BZN|CZ","9086.29","8984.00"
"20/01/2023 07:00 - 20/01/2023 08:00","BZN|CZ","9600.13","9481.00"
"20/01/2023 08:00 - 20/01/2023 09:00","BZN|CZ","9767.99","9641.00"
"20/01/2023 09:00 - 20/01/2023 10:00","BZN|CZ","9840.43","9738.00"
"20/01/2023 10:00 - 20/01/2023 11:00","BZN|CZ","9752.85","9683.00"
"20/01/2023 11:00 - 20/01/2023 12:00","BZN|CZ","9650.97","9620.00"
"20/01/2023 12:00 - 20/01/2023 13:00","BZN|CZ","9623.35","9623.00"
"20/01/2023 13:00 - 20/01/2023 14:00","BZN|CZ","9659.54","9586.00"
"20/01/2023 14:00 - 20/01/2023 15:00","BZN|CZ","9446.34","9392.00"
"20/01/2023 15:00 - 20/01/2023 16:00","BZN|CZ","9457.94","9354.00"
"20/01/2023 16:00 - 20/01/2023 17:00","BZN|CZ","9410.86","9350.00"
"20/01/2023 17:00 - 20/01/2023 18:00","BZN|CZ","9401.85","9377.00"
"20/01/2023 18:00 - 20/01/2023 19:00","BZN|CZ","9219.51","9150.00"
"20/01/2023 19:00 - 20/01/2023 20:00","BZN|CZ","9024.50","8997.00"
"20/01/2023 20:00 - 20/01/2023 21:00","BZN|CZ","8631.23","8638.00"
"20/01/2023 21:00 - 20/01/2023 22:00","BZN|CZ","8114.86","8120.00"
"20/01/2023 22:00 - 20/01/2023 23:00","BZN|CZ","7643.32","7653.00"
"20/01/2023 23:00 - 21/01/2023 00:00","BZN|CZ","7202.44","7260.00"
"21/01/2023 00:00 - 21/01/2023 01:00","BZN|CZ","6858.87","6800.00"
"21/01/2023 01:00 - 21/01/2023 02:00","BZN|CZ","6755.89","6743.00"
"21/01/2023 02:00 - 21/01/2023 03:00","BZN|CZ","6769.10","6658.00"
"21/01/2023 03:00 - 21/01/2023 04:00","BZN|CZ","6926.47","6654.00"
"21/01/2023 04:00 - 21/01/2023 05:00","BZN|CZ","6980.49","6729.00"
"21/01/2023 05:00 - 21/01/2023 06:00","BZN|CZ","7044.03","6862.00"
"21/01/2023 06:00 - 21/01/2023 07:00","BZN|CZ","7236.65","7204.00"
"21/01/2023 07:00 - 21/01/2023 08:00","BZN|CZ","7593.48","7523.00"
"21/01/2023 08:00 - 21/01/2023 09:00","BZN|CZ","7940.44","7809.00"
"21/01/2023 09:00 - 21/01/2023 10:00","BZN|CZ","8395.92","8305.00"
"21/01/2023 10:00 - 21/01/2023 11:00","BZN|CZ","8711.50","8536.00"
"21/01/2023 11:00 - 21/01/2023 12:00","BZN|CZ","8804.89","8660.00"
"21/01/2023 12:00 - 21/01/2023 13:00","BZN|CZ","8721.39","8581.00"
"21/01/2023 13:00 - 21/01/2023 14:00","BZN|CZ","8732.61","8563.00"
"21/01/2023 14:00 - 21/01/2023 15:00","BZN|CZ","8531.46","8376.00"
"21/01/2023 15:00 - 21/01/2023 16:00","BZN|CZ","8479.54","8320.00"
"21/01/2023 16:00 - 21/01/2023 17:00","BZN|CZ","8399.32","8242.00"
"21/01/2023 17:00 - 21/01/2023 18:00","BZN|CZ","8386.88","8210.00"
"21/01/2023 18:00 - 21/01/2023 19:00","BZN|CZ","8254.30","8075.00"
"21/01/2023 19:00 - 21/01/2023 20:00","BZN|CZ","8049.70","7924.00"
"21/01/2023 20:00 - 21/01/2023 21:00","BZN|CZ","7867.43","7727.00"
"21/01/2023 21:00 - 21/01/2023 22:00","BZN|CZ","7497.36","7403.00"
"21/01/2023 22:00 - 21/01/2023 23:00","BZN|CZ","7231.57","7137.00"
"21/01/2023 23:00 - 22/01/2023 00:00","BZN|CZ","6966.49","6827.00"
"22/01/2023 00:00 - 22/01/2023 01:00","BZN|CZ","6580.01","6461.00"
"22/01/2023 01:00 - 22/01/2023 02:00","BZN|CZ","6425.00","6424.00"
"22/01/2023 02:00 - 22/01/2023 03:00","BZN|CZ","6422.76","6391.00"
"22/01/2023 03:00 - 22/01/2023 04:00","BZN|CZ","6466.65","6439.00"
"22/01/2023 04:00 - 22/01/2023 05:00","BZN|CZ","6544.70","6504.00"
"22/01/2023 05:00 - 22/01/2023 06:00","BZN|CZ","6593.70","6527.00"
"22/01/2023 06:00 - 22/01/2023 07:00","BZN|CZ","6819.82","6723.00"
"22/01/2023 07:00 - 22/01/2023 08:00","BZN|CZ","7074.69","6995.00"
"22/01/2023 08:00 - 22/01/2023 09:00","BZN|CZ","7420.88","7305.00"
"22/01/2023 09:00 - 22/01/2023 10:00","BZN|CZ","7969.27","7885.00"
"22/01/2023 10:00 - 22/01/2023 11:00","BZN|CZ","8335.76","8208.00"
"22/01/2023 11:00 - 22/01/2023 12:00","BZN|CZ","8457.87","8367.00"
"22/01/2023 12:00 - 22/01/2023 13:00","BZN|CZ","8394.15","8240.00"
"22/01/2023 13:00 - 22/01/2023 14:00","BZN|CZ","8388.57","8198.00"
"22/01/2023 14:00 - 22/01/2023 15:00","BZN|CZ","8274.34","8089.00"
"22/01/2023 15:00 - 22/01/2023 16:00","BZN|CZ","8202.41","8106.00"
"22/01/2023 16:00 - 22/01/2023 17:00","BZN|CZ","8146.73","8098.00"
"22/01/2023 17:00 - 22/01/2023 18:00","BZN|CZ","8277.95","8161.00"
"22/01/2023 18:00 - 22/01/2023 19:00","BZN|CZ","8304.30","8180.00"
"22/01/2023 19:00 - 22/01/2023 20:00","BZN|CZ","8227.06","8110.00"
"22/01/2023 20:00 - 22/01/2023 21:00","BZN|CZ","8077.01","7952.00"
"22/01/2023 21:00 - 22/01/2023 22:00","BZN|CZ","7737.89","7631.00"
"22/01/2023 22:00 - 22/01/2023 23:00","BZN|CZ","7660.00","7486.00"
"22/01/2023 23:00 - 23/01/2023 00:00","BZN|CZ","7367.32","7210.00"
"23/01/2023 00:00 - 23/01/2023 01:00","BZN|CZ","7145.68","6998.00"
"23/01/2023 01:00 - 23/01/2023 02:00","BZN|CZ","7185.57","7053.00"
"23/01/2023 02:00 - 23/01/2023 03:00","BZN|CZ","7086.39","6922.00"
"23/01/2023 03:00 - 23/01/2023 04:00","BZN|CZ","7039.55","6907.00"
"23/01/2023 04:00 - 23/01/2023 05:00","BZN|CZ","7206.54","7058.00"
"23/01/2023 05:00 - 23/01/2023 06:00","BZN|CZ","7726.13","7672.00"
"23/01/2023 06:00 - 23/01/2023 07:00","BZN|CZ","8854.68","8850.00"
"23/01/2023 07:00 - 23/01/2023 08:00","BZN|CZ","9429.84","9385.00"
"23/01/2023 08:00 - 23/01/2023 09:00","BZN|CZ","9597.47","9545.00"
"23/01/2023 09:00 - 23/01/2023 10:00","BZN|CZ","9738.61","9720.00"
"23/01/2023 10:00 - 23/01/2023 11:00","BZN|CZ","9718.52","9692.00"
"23/01/2023 11:00 - 23/01/2023 12:00","BZN|CZ","9643.20","9643.00"
"23/01/2023 12:00 - 23/01/2023 13:00","BZN|CZ","9727.24","9689.00"
"23/01/2023 13:00 - 23/01/2023 14:00","BZN|CZ","9783.16","9664.00"
"23/01/2023 14:00 - 23/01/2023 15:00","BZN|CZ","9514.19","9444.00"
"23/01/2023 15:00 - 23/01/2023 16:00","BZN|CZ","9498.52","9398.00"
"23/01/2023 16:00 - 23/01/2023 17:00","BZN|CZ","9371.27","9357.00"
"23/01/2023 17:00 - 23/01/2023 18:00","BZN|CZ","9386.12","9419.00"
"23/01/2023 18:00 - 23/01/2023 19:00","BZN|CZ","9249.80","9214.00"
"23/01/2023 19:00 - 23/01/2023 20:00","BZN|CZ","9180.39","9154.00"
"23/01/2023 20:00 - 23/01/2023 21:00","BZN|CZ","8866.09","8887.00"
"23/01/2023 21:00 - 23/01/2023 22:00","BZN|CZ","8407.04","8387.00"
"23/01/2023 22:00 - 23/01/2023 23:00","BZN|CZ","7954.93","7942.00"
"23/01/2023 23:00 - 24/01/2023 00:00","BZN|CZ","7573.94","7510.00"
"24/01/2023 00:00 - 24/01/2023 01:00","BZN|CZ","7288.71","7259.00"
"24/01/2023 01:00 - 24/01/2023 02:00","BZN|CZ","7323.92","7322.00"
"24/01/2023 02:00 - 24/01/2023 03:00","BZN|CZ","7139.16","7209.00"
"24/01/2023 03:00 - 24/01/2023 04:00","BZN|CZ","7110.64","7178.00"
"24/01/2023 04:00 - 24/01/2023 05:00","BZN|CZ","7309.85","7336.00"
"24/01/2023 05:00 - 24/01/2023 06:00","BZN|CZ","7886.98","7872.00"
"24/01/2023 06:00 - 24/01/2023 07:00","BZN|CZ","9050.87","8925.00"
"24/01/2023 07:00 - 24/01/2023 08:00","BZN|CZ","9578.67","9419.00"
"24/01/2023 08:00 - 24/01/2023 09:00","BZN|CZ","9678.59","9571.00"
"24/01/2023 09:00 - 24/01/2023 10:00","BZN|CZ","9804.15","9747.00"
"24/01/2023 10:00 - 24/01/2023 11:00","BZN|CZ","9765.02","9722.00"
"24/01/2023 11:00 - 24/01/2023 12:00","BZN|CZ","9703.35","9655.00"
"24/01/2023 12:00 - 24/01/2023 13:00","BZN|CZ","9803.95","9703.00"
"24/01/2023 13:00 - 24/01/2023 14:00","BZN|CZ","9853.99","9686.00"
"24/01/2023 14:00 - 24/01/2023 15:00","BZN|CZ","9573.61","9480.00"
"24/01/2023 15:00 - 24/01/2023 16:00","BZN|CZ","9574.98","9424.00"
"24/01/2023 16:00 - 24/01/2023 17:00","BZN|CZ","9496.17","9367.00"
"24/01/2023 17:00 - 24/01/2023 18:00","BZN|CZ","9557.49","9444.00"
"24/01/2023 18:00 - 24/01/2023 19:00","BZN|CZ","9347.93","9243.00"
"24/01/2023 19:00 - 24/01/2023 20:00","BZN|CZ","9273.02","9175.00"
"24/01/2023 20:00 - 24/01/2023 21:00","BZN|CZ","8941.34","8914.00"
"24/01/2023 21:00 - 24/01/2023 22:00","BZN|CZ","8456.13","8428.00"
"24/01/2023 22:00 - 24/01/2023 23:00","BZN|CZ","8044.97","8016.00"
"24/01/2023 23:00 - 25/01/2023 00:00","BZN|CZ","7627.23","7585.00"
"25/01/2023 00:00 - 25/01/2023 01:00","BZN|CZ","7310.07","7343.00"
"25/01/2023 01:00 - 25/01/2023 02:00","BZN|CZ","7346.94","7370.00"
"25/01/2023 02:00 - 25/01/2023 03:00","BZN|CZ","7194.20","7224.00"
"25/01/2023 03:00 - 25/01/2023 04:00","BZN|CZ","7134.35","7199.00"
"25/01/2023 04:00 - 25/01/2023 05:00","BZN|CZ","7325.77","7368.00"
"25/01/2023 05:00 - 25/01/2023 06:00","BZN|CZ","7881.46","7927.00"
"25/01/2023 06:00 - 25/01/2023 07:00","BZN|CZ","8990.58","9011.00"
"25/01/2023 07:00 - 25/01/2023 08:00","BZN|CZ","9463.64","9542.00"
"25/01/2023 08:00 - 25/01/2023 09:00","BZN|CZ","9609.17","9709.00"
"25/01/2023 09:00 - 25/01/2023 10:00","BZN|CZ","9758.09","9778.00"
"25/01/2023 10:00 - 25/01/2023 11:00","BZN|CZ","9732.71","9769.00"
"25/01/2023 11:00 - 25/01/2023 12:00","BZN|CZ","9729.50","9697.00"
"25/01/2023 12:00 - 25/01/2023 13:00","BZN|CZ","9823.52","9768.00"
"25/01/2023 13:00 - 25/01/2023 14:00","BZN|CZ","9894.71","9793.00"
"25/01/2023 14:00 - 25/01/2023 15:00","BZN|CZ","9653.45","9538.00"
"25/01/2023 15:00 - 25/01/2023 16:00","BZN|CZ","9621.03","9495.00"
"25/01/2023 16:00 - 25/01/2023 17:00","BZN|CZ","9509.59","9430.00"
"25/01/2023 17:00 - 25/01/2023 18:00","BZN|CZ","9549.57","9460.00"
"25/01/2023 18:00 - 25/01/2023 19:00","BZN|CZ","9388.55","9250.00"
"25/01/2023 19:00 - 25/01/2023 20:00","BZN|CZ","9326.88","9173.00"
"25/01/2023 20:00 - 25/01/2023 21:00","BZN|CZ","9004.06","8897.00"
"25/01/2023 21:00 - 25/01/2023 22:00","BZN|CZ","8511.68","8429.00"
"25/01/2023 22:00 - 25/01/2023 23:00","BZN|CZ","8079.98","7993.00"
"25/01/2023 23:00 - 26/01/2023 00:00","BZN|CZ","7641.51","7586.00"
"26/01/2023 00:00 - 26/01/2023 01:00","BZN|CZ","7357.27","7289.00"
"26/01/2023 01:00 - 26/01/2023 02:00","BZN|CZ","7366.76","7333.00"
"26/01/2023 02:00 - 26/01/2023 03:00","BZN|CZ","7253.09","7202.00"
"26/01/2023 03:00 - 26/01/2023 04:00","BZN|CZ","7209.64","7155.00"
"26/01/2023 04:00 - 26/01/2023 05:00","BZN|CZ","7380.72","7337.00"
"26/01/2023 05:00 - 26/01/2023 06:00","BZN|CZ","7937.69","7869.00"
"26/01/2023 06:00 - 26/01/2023 07:00","BZN|CZ","9087.27","8932.00"
"26/01/2023 07:00 - 26/01/2023 08:00","BZN|CZ","9566.87","9439.00"
"26/01/2023 08:00 - 26/01/2023 09:00","BZN|CZ","9721.98","9576.00"
"26/01/2023 09:00 - 26/01/2023 10:00","BZN|CZ","9883.50","9747.00"
"26/01/2023 10:00 - 26/01/2023 11:00","BZN|CZ","9903.57","9734.00"
"26/01/2023 11:00 - 26/01/2023 12:00","BZN|CZ","9889.76","9708.00"
"26/01/2023 12:00 - 26/01/2023 13:00","BZN|CZ","9994.28","9766.00"
"26/01/2023 13:00 - 26/01/2023 14:00","BZN|CZ","10062.82","9755.00"
"26/01/2023 14:00 - 26/01/2023 15:00","BZN|CZ","9788.44","9526.00"
"26/01/2023 15:00 - 26/01/2023 16:00","BZN|CZ","9713.91","9500.00"
"26/01/2023 16:00 - 26/01/2023 17:00","BZN|CZ","9542.97","9443.00"
"26/01/2023 17:00 - 26/01/2023 18:00","BZN|CZ","9587.07","9444.00"
"26/01/2023 18:00 - 26/01/2023 19:00","BZN|CZ","9376.84","9261.00"
"26/01/2023 19:00 - 26/01/2023 20:00","BZN|CZ","9349.46","9178.00"
"26/01/2023 20:00 - 26/01/2023 21:00","BZN|CZ","9046.38","8906.00"
"26/01/2023 21:00 - 26/01/2023 22:00","BZN|CZ","8615.25","8405.00"
"26/01/2023 22:00 - 26/01/2023 23:00","BZN|CZ","8189.39","8009.00"
"26/01/2023 23:00 - 27/01/2023 00:00","BZN|CZ","7704.61","7585.00"
"27/01/2023 00:00 - 27/01/2023 01:00","BZN|CZ","7428.33","7355.00"
"27/01/2023 01:00 - 27/01/2023 02:00","BZN|CZ","7418.82","7401.00"
"27/01/2023 02:00 - 27/01/2023 03:00","BZN|CZ","7305.31","7296.00"
"27/01/2023 03:00 - 27/01/2023 04:00","BZN|CZ","7252.92","7262.00"
"27/01/2023 04:00 - 27/01/2023 05:00","BZN|CZ","7428.14","7418.00"
"27/01/2023 05:00 - 27/01/2023 06:00","BZN|CZ","7908.27","7936.00"
